Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Price_in_taka,Location
Great Location! Check Out This Flat For Sale In 16 No. Chawk Bazaar Ward Which Is 1324 Sq Ft,3,3,6,vacant,1324,chattogram,11500000.00,"Chawk Bazar, 16 No. Chawk Bazaar Ward"
"At Panchlaish Residential Area, a Brand New 3350 Square Feet Apartment Up For Sale",,,,,,chattogram,30000000.00,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward"
This Apartment Is Now Vacant For Sale In Momin Bagh R/A.,,,,,,chattogram,4500000.00,"Ali Nagar, Bayazid"
"Apartment Is Ready For Sale At South Khulsi, Near Dutch Bangla Bank Ltd Fast Track",4,5,10,vacant,2600,chattogram,13500000.00,"Zakir Hossain Road, Khulshi"
"Close to Uttara Residential Area Jame Masjid, an apartment for sale is available in Double Mooring",3,3,7,vacant,1175,chattogram,4700000.00,"24 No. North Agrabad Ward, Double Mooring"
See This Comfortable 1000 Sq.Ft Flat Is Available For Sale In 6 No East Sholoshohor Ward. And This Is Just What You Are Looking For In A Home!,3,2,5,vacant,1000,chattogram,4000000.00,"6 No East Sholoshohor Ward, Bakalia"
Plan to move in this 1400 SQ FT flat which is up for sale in 26 No. North Halishahar Ward,3,3,2,vacant,1400,chattogram,8000000.00,"26 No. North Halishahar Ward, Halishahar"
Select Your Next Residing Place At This Nice Flat Of 1302 Sq Ft In Dewan Bazar,3,3,8,vacant,1302,chattogram,5859000.00,"Dewan Bazar, Bakalia"
A Well-constructed 1770 Sq Ft Flat Is For Sale In 4 No Chandgaon Ward,3,3,2,vacant,1770,chattogram,7020000.00,"Chandgaon Residential Area, 4 No Chandgaon Ward"
See This Shop Space For Sale Located In Halishahar Near To Bandartila Bus Stop,,,1,vacant,190,chattogram,5250000.00,"39 No. South Halishahar Ward, Halishahar"
"At Halishahar, 162 Sq Ft Well Fitted Shop Is Ready For Sale Near To Halishahar Thana",,,1,vacant,162,chattogram,4550000.00,"39 No. South Halishahar Ward, Halishahar"
Take This 1162 Sq Ft Flat For Sale In The Settlement Of Khulshi Green Housing Society,3,3,6,vacant,1162,chattogram,6972000.00,"Khulshi Green Housing Society, Khulshi"
"In The Location Of Cosmopolitan R/A , 2 Bedroom Apartment Is Up For Sale",2,2,3,vacant,1140,chattogram,6840000.00,"Cosmopolitan R/A, 7 No. West Sholoshohor Ward"
Get An Attractive Good Location Flat In Nasirabad,4,5,1,vacant,2540,chattogram,29210000.00,"Nasirabad, 15 No. Bagmoniram Ward"
2000 Sq Ft Apartment For Sale In Khushi Nearby Port City University.,3,4,3,vacant,2000,chattogram,13000000.00,"Zakir Hossain Road, Khulshi"
Well Developed Apartment Of 1253 Sq Ft Is Up For Sale In Dewan Bazar,3,3,8,vacant,1253,chattogram,5638500.00,"Dewan Bazar, Bakalia"
Buy This 2500 Sq Ft Flat In 15 No. Bagmoniram Ward,4,5,2,vacant,2500,chattogram,25000000.00,"Nasirabad, 15 No. Bagmoniram Ward"
Bring Your Family To Live A Standard Life In This 1162 Sq Ft Apartment To Sale In Khulshi Green Housing Society,3,3,6,vacant,1162,chattogram,6972000.00,"Khulshi Green Housing Society, Khulshi"
"1650 SQ FT flat is now for sale in Khulshi, Khulshi Green Housing Society",3,3,8,vacant,1650,chattogram,9675000.00,"Yakub Future Park Housing, Khulshi"
"Buy This 2000 Sq Ft Apartment In 26 No. North Halishahar Ward, Halishahar Housing Estate",3,3,5,vacant,2000,chattogram,11000000.00,"26 No. North Halishahar Ward, Halishahar"
"This 1300 Sq Ft Apartment Comes With Peaceful Living In 26 No. North Halishahar Ward, For Sale",3,3,7,vacant,1300,chattogram,4940000.00,"26 No. North Halishahar Ward, Halishahar"
Buy This Splendid 1700 Sq Ft Flat At Bayazid,3,3,8,vacant,1700,chattogram,7000000.00,"Sangbadik Co-operative Housing Society, Bayazid"
Check This Beautiful 1302 Sq Ft Residence Is Up For Sale At Dewan Bazar,3,3,4,vacant,1302,chattogram,5859000.00,"Dewan Bazar, Bakalia"
Obtain This Well Fitted Flat Of 1510 Sq Ft Which Is Up For Sale In Shantibag R/a,3,3,8,vacant,1510,chattogram,7000000.00,"24 No. North Agrabad Ward, Double Mooring"
A 3 Bedroom And 1550 Sq Ft Properly Developed Flat For Sale In South Agrabad Near To Bangladesh Bank Colony High School,3,3,6,vacant,1550,chattogram,9300000.00,"South Agrabad, Double Mooring"
"2 Bedroom, 2 Bathroom Apartment With A View Is Up For Sale In Cosmopolitan R/A",2,2,3,vacant,1120,chattogram,6720000.00,"Cosmopolitan R/A, 7 No. West Sholoshohor Ward"
There Is 3 Bedroom Apartment Up For Sale In The Location Of Bayazid Nearby Paharika Abashik Jam-E-Masjid.,3,3,6,vacant,1700,chattogram,7000000.00,"Sangbadik Co-operative Housing Society, Bayazid"
A 1565 Square Feet Residential Apartment For Sale Very Near To Baitul Jannat Jame Masjid In Kadamtali,3,3,2,vacant,1565,chattogram,7500000.00,"23 No. North Pathantooly Ward, Double Mooring"
A 1275 Sq. Ft Apartment Which Is Up For Sale At Bakalia Near To Kalamia Bazar,3,3,2,vacant,1275,chattogram,4845000.00,"18 No. East Bakalia Ward, Bakalia"
Buy This Amazing 1150 Sq Ft Apartment In The Area Of 6 No East Sholoshohor Ward,3,3,2,vacant,1150,chattogram,5200000.00,"6 No East Sholoshohor Ward, Bakalia"
Offering You A Nice Flat For Sale In Nasirabad Housing Society Near Southpoint School And College,,,,,,chattogram,17716000.00,"Nasirabad Housing Society, Muradpur"
3600 Sq.Ft. Commercial Plot Is For Sale In Sholokbahar,,,,,,chattogram,27500000.00,"Al-Madani Road, Sholokbahar"
"Situated In South Khulshi, Near Bazar, An Apartment Is Up For Sale",,,,,,chattogram,9000000.00,"South Khulshi, Khulshi"
1500 SQ Ft apartment for sale is all set for you to settle in Chawk Bazaar Ward close to People&#039;s Hospital Limited,,,,,,chattogram,9800000.00,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward"
Are You In Hurry? No Worries! You Can Buy This 1390 Sq Ft Flat For Sale In Katalgonj,3,3,3,vacant,1390,chattogram,11000000.00,"Katalgonj, Panchlaish"
A Shop Is Up For Sale In Chandgaon Near Hoque Super Market,,,5,vacant,120,chattogram,3068000.00,"CDA Avenue, Sholokbahar"
Well Designed 1300 Sq Ft Flat For Sale At South Khulshi,3,3,6,vacant,1300,chattogram,9700000.00,"South Khulshi, Khulshi"
"A Rightly Planned 7,560 Sq Ft Full Building Is Found For Sale In Khulshi",7,8,,vacant,7560,chattogram,60000000.00,"South Khulshi, Khulshi"
1690 Sq Ft Beautiful Apartment Is Ready For Sale At 24 No. North Agrabad Ward,3,3,8,vacant,1690,chattogram,8400000.00,"24 No. North Agrabad Ward, Double Mooring"
"Buy This 1162 Sq Ft Flat With 3 Bedrooms, In The Area Of Khulshi",3,3,7,vacant,1162,chattogram,6972000.00,"Khulshi Green Housing Society, Khulshi"
600 Sq Ft Ready Commercial Space Is Available For Sale In O.r. Nizam Road Near Asian University For Women,,,,vacant,600,chattogram,30900000.00,15 No. Bagmoniram Ward
At Kattali A Suitable Flat Is Up For Sale Which Is 1850 Sq Ft Close To Alamin Hospital,4,3,5,vacant,1850,chattogram,8500000.00,"Proshanti R/A, 10 No. North Kattali Ward"
"Buy This 7.5 Katha Residential Plot In Double Mooring, South Agrabad",,,,vacant,5400,chattogram,60000000.00,"South Agrabad, Double Mooring"
"Comfortable and well designed flat of 1563 SQ FT in 4 No Chandgaon Ward for sale, near Chattagram International Dental College &amp; Hospital",,,,,,chattogram,6000000.00,"Chand Mia Road, 4 No Chandgaon Ward"
Plot for sale in Pahartali near Pahartali Eye Hospital,,,,,,chattogram,23000000.00,"West Khulshi, 9 No. North Pahartali Ward"
Next To Jongi Shah Mosque At Chawk Bazaar This 1592 Square Feet Residential Apartment For Sale.,3,4,8,vacant,1592,chattogram,8560000.00,"Munshi Pukur Par, 16 No. Chawk Bazaar Ward"
Grab This Lovely Flat Of 1300 Sq Ft Is Up For Sale In Bayazid Before It&#039;s Sold Out,3,3,1,vacant,1300,chattogram,5600000.00,"Shershah Colony, Bayazid"
Impressive Apartment Of 1360 Sq Ft Is Up For Sale In Double Mooring,3,3,5,vacant,1360,chattogram,7888000.00,"24 No. North Agrabad Ward, Double Mooring"
34 Katha Residential Plot For Sale At 9 No. North Pahartali Ward,,,,vacant,24480,chattogram,476000000.00,"Foys Lake, 9 No. North Pahartali Ward"
1060 Sq Ft Beautiful Apartment Is Ready For Sale In South Khulshi,2,2,4,vacant,1060,chattogram,5500000.00,"South Khulshi, Khulshi"
"Grab This Admirable 2600 Sq Ft Flat In North Khulshi, To Fulfill Your Desire.",3,3,8,vacant,2600,chattogram,25000000.00,"North Khulshi, Khulshi"
A Convenient 1450 Sq Ft Residential Flat Is Prepared To Be Sale At North Forida Para,3,3,6,vacant,1450,chattogram,7500000.00,"North Forida Para, 4 No Chandgaon Ward"
Modern Home For Residents | 1305 Sq Ft Flat In South Khulsi For Sale,3,3,3,vacant,1305,chattogram,11000000.00,"South Khulshi, Khulshi"
Lovely Apartment Of 2200 Sq Ft Is Up For Sale In Halishahar Housing Estate,3,3,8,vacant,2200,chattogram,12100000.00,"26 No. North Halishahar Ward, Halishahar"
"In Halishahar Housing Estate , Make This 1400 Sq Ft Flat Your Next Residing Location Which Is Up For Sale.",3,3,8,vacant,1400,chattogram,8000000.00,"26 No. North Halishahar Ward, Halishahar"
150 Sq Ft Pleasant Shop For Sale In 9 No. North Pahartali Ward,,,4,vacant,150,chattogram,3000000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
3 Katha Residential Plot With Building Is Available For Sale In 24 No. North Agrabad Ward,2,2,,vacant,2160,chattogram,12500000.00,"24 No. North Agrabad Ward, Double Mooring"
"Make This 1100 Sq Ft Apartment Your Next Residing Location, Which Is Up To Sale In 19 No. South Bakalia Ward",3,3,2,vacant,1100,chattogram,5500000.00,"19 No. South Bakalia Ward, Bakalia"
Great News! This 1800 Sq Ft Home For Sale In Sangbadik Co-operative Housing Society Which Can Be Your Next Destination,3,3,1,vacant,1800,chattogram,8200000.00,"Sangbadik Co-operative Housing Society, Bayazid"
"Make This 1590 Sq Ft Flat Your Next Residing Location, Which Is Up For Sale In Proshanti R/A.",3,3,1,vacant,1590,chattogram,7473000.00,"Proshanti R/A, 10 No. North Kattali Ward"
You Will Love To Live In This 1375 Sq Ft Apartment In 12 No. Sarai Para Ward,3,3,1,vacant,1375,chattogram,4812500.00,"12 No. Sarai Para Ward, Double Mooring"
"Buy This 1480 Sq Ft Ready Apartment In Jamal Khan, Rahmatganj",3,3,3,vacant,1480,chattogram,11000000.00,"Rahmatganj, Jamal Khan"
"A 1255 Sq Ft Residence For Sale With Spacious Bedrooms, Located At Kapasgola, 16 No. Chawk Bazaar Ward .",3,3,4,vacant,1255,chattogram,10000000.00,"Kapasgola, 16 No. Chawk Bazaar Ward"
An Apartment Of 800 Sq.ft Is Up For Sale In Monsurabad Near Hajrat Khaja Mansur Ali Shah (r) Mazar,2,2,3,vacant,800,chattogram,3700000.00,"24 No. North Agrabad Ward, Double Mooring"
125 Sq Ft Updated Commercial Space For Sale In 9 No. North Pahartali Ward,,,3,vacant,125,chattogram,4375000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
"A Beautifully Constructed Apartment Of 1690 Sq Ft Is Vacant Right Now For Sale In 24 No. North Agrabad Ward,",3,3,6,vacant,1690,chattogram,9119000.00,"24 No. North Agrabad Ward, Double Mooring"
"A 1956 Sq Ft Nice House Is Available For Sale At New Monsurabad, With An Affordable Deal",3,3,4,vacant,1956,chattogram,10000000.00,10 No. North Kattali Ward
1544 Sq Ft Flat For Sale In West Khulshi,3,3,8,vacant,1544,chattogram,7148000.00,"West Khulshi R/A, 9 No. North Pahartali Ward"
"This 1379 Sq Ft Commercial Office For Sale Is Available In 15 No. Bagmoniram Ward, Near Premier University",,,4,vacant,1379,chattogram,20685000.00,"O. R. Nizam Road, 15 No. Bagmoniram Ward"
See This Apartment Is Up For Sale At Nasirabad Near Royal Hospital (pvt.) Limited,4,5,1,vacant,2500,chattogram,17500000.00,"Nasirabad, 15 No. Bagmoniram Ward"
"An Apartment Is Ready For Sale At Bagmoniram, Near Hillview Jame Mosjid",3,3,7,vacant,1365,chattogram,11000000.00,"Bayazid Bostami Road, 15 No. Bagmoniram Ward"
Well-constructed 1550 Sq Ft Apartment Is Ready For Sale At South Agrabad,3,3,7,vacant,1550,chattogram,9300000.00,"South Agrabad, Double Mooring"
"In Double Mooring, A 1550 Sq.ft Flat For Sale near Dutch-Bangla Bank Limited ATM",3,3,8,vacant,1550,chattogram,9335000.00,"South Agrabad, Double Mooring"
"In The Beautiful Neighborhood In South Agrabad, A 3-Bedroom Large Flat Is Up For Sale",3,3,5,vacant,1550,chattogram,8835000.00,"South Agrabad, Double Mooring"
1275 Sq Ft Residential Apartment For Sale At 14 No. Lalkhan Bazaar Ward,3,3,9,vacant,1275,chattogram,7393750.00,"Hill Side Residential Area, Lal Khan Bazaar"
Reasonable And Cozy Flat Of 1275 Sq Ft Is Up For Sale At Lal Khan Bazaar,3,3,9,vacant,1275,chattogram,7393750.00,"Hill Side Residential Area, Lal Khan Bazaar"
Grab A 1275 Sq Ft Residence For Sale At Lal Khan Bazaar,3,3,8,vacant,1275,chattogram,7393750.00,"Hill Side Residential Area, Lal Khan Bazaar"
This Very New Nice Flat Of 1275 Sq Ft Is Up For Sale In Lal Khan Bazaar,3,3,7,vacant,1275,chattogram,7393750.00,"Hill Side Residential Area, Lal Khan Bazaar"
Apartment For Sale In Kattali Nearby Kattali Jame Masjid,3,3,2,vacant,1500,chattogram,6500000.00,"Proshanti R/A, 10 No. North Kattali Ward"
Nice-looking Apartment Including 3-Bedroom Is Ready To Sale In Chadra Nagar,3,3,3,vacant,1450,chattogram,6400000.00,"Chadra Nagar, Bayazid"
"Start Residing In This 1450 Sq Ft Properly Developed Flat For Sale, In Bayazid",3,3,7,vacant,1450,chattogram,6600000.00,"Chadra Nagar, Bayazid"
1630 Sq.ft Apartment Is For Sale In Muradpur,3,3,6,vacant,1630,chattogram,8150000.00,"1 No Railway Gate, Muradpur"
2500 Square Feet Ready Flat For Sale In Panchlaish Residential Area,4,4,1,vacant,2500,chattogram,17500000.00,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward"
Acquire This Shop Which Is Up For Sale In South Khulshi Near Khulshi Police Station.,,,2,vacant,100,chattogram,2500000.00,"South Khulshi, Khulshi"
"An Apartment Is Up For Sale In Lal Khan Bazaar, Near Janata Bank Limited",3,4,5,vacant,1575,chattogram,8000000.00,"CDA Avenue, Lal Khan Bazaar"
"The Azure Sky Is Offered By The Windows Of This 1100 Sq Ft Cozy Apartment, Situated In Lal Khan Bazaar",3,3,4,vacant,1100,chattogram,7000000.00,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar"
This Tranquil Apartment With Modern Embellishments Is Ready To Develop Your Monochromatic Lifestyle To A Vibrant One,3,3,5,vacant,1100,chattogram,6500000.00,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar"
Take A Look At This 1590 Sq Ft Flat Which Is Up For Sale In Jamal Khan,3,3,10,vacant,1590,chattogram,10000000.00,"Momin Road, Jamal Khan"
"We Are Assisting You To Buy This Apartment Of 1335 Sq Ft In Khulshi, Habib Lane",3,4,1,vacant,1335,chattogram,8500000.00,"Habib Lane, Khulshi"
Available At 29 No. West Madarbari Ward A 2 Bedroom Residential Apartment For Sale.,2,2,1,vacant,1000,chattogram,3200000.00,29 No. West Madarbari Ward
Check This 286 Sq Ft Shop Space Located In 4 No Chandgaon Ward Is Now Up For Sale,,,1,vacant,286,chattogram,7150000.00,"Chand Mia Road, 4 No Chandgaon Ward"
Reasonable 1550 SQ FT flat is available for sale in Chandgaon,3,3,2,vacant,1550,chattogram,7750000.00,"Chandgaon Residential Area, 4 No Chandgaon Ward"
"163 Square Feet Commercial Shop For Sale At Jubilee Road, 22 No. Enayet Bazaar Ward",,,,vacant,163,chattogram,11410000.00,"Jubilee Road, 22 No. Enayet Bazaar Ward"
Grab This 247 Sq Ft Nice Shop Available To Sale In 29 No. West Madarbari Ward,,,,vacant,247,chattogram,2964000.00,"1 No. Goli, 29 No. West Madarbari Ward"
"1300 Sq Ft Flat Is Available For Sale At CDA Residential Area, Double Mooring",3,3,4,vacant,1300,chattogram,6000000.00,"South Agrabad, Double Mooring"
"In A Peaceful Location Of North Pahartali, A Fantastic Flat Of 2061 Sq Ft Is Waiting For Sale.",4,4,4,vacant,2061,chattogram,14500000.00,"Foy's Lake Approach Road, 9 No. North Pahartali Ward"
800 Sq Ft Residential Apartment Is On Sale In Firingee Bazaar Nearby Bridge Ghat Baitur Riduan Jame Masjid,2,2,4,vacant,800,chattogram,4000000.00,"Abhoy Mitra Lane, 33 No. Firingee Bazaar Ward"
1160 Sq Ft Commercial Office Is Available For Sale At Jamal Khan,,,2,vacant,1160,chattogram,29000000.00,"Nabab Siraj Ud Daula Road, Jamal Khan"
Take A Look At This 1160 Square Feet Commercial Office Space For Sale In Jamal Khan Next To Red Crescent Maternity Hospital,,,1,vacant,1160,chattogram,23200000.00,"Nabab Siraj Ud Daula Road, Jamal Khan"
1160 Sq Ft Commercial Area Is Up For Sale At Jamal Khan,,,,vacant,1160,chattogram,29000000.00,"Nabab Siraj Ud Daula Road, Jamal Khan"
Offering You 1520 Sq Ft Flat For Sale In 4 No Chandgaon Ward,3,3,12,vacant,1520,chattogram,6000000.00,"Bahaddarhat, 4 No Chandgaon Ward"
This 1335 Sq.ft Home Which Is For Sale Will Ensure Your Good Quality Of Living In Bahaddarhat,3,3,10,vacant,1335,chattogram,4672500.00,"Bahaddarhat, 4 No Chandgaon Ward"
"Make This 1090 Sq Ft Flat Your Next Residing Location, Which Is Up For Sale In Mohara",2,2,3,vacant,1090,chattogram,4500000.00,"Mohara, 4 No Chandgaon Ward"
1800 Sq Feet Ready Flat For Sale At Bayazid,3,4,12,vacant,1800,chattogram,12500000.00,"Nasirabad, Bayazid"
This Is 1462 Sq Ft Apartment Is Set For Sale At 10 No. North Kattali Ward,3,3,6,vacant,1462,chattogram,9500000.00,"CDA R/A, 10 No. North Kattali Ward"
At Bahaddarhat 1110 Square Feet Apartment Up For Sale Near By Bahaddarhat BWDB office.,2,3,6,vacant,1110,chattogram,4995000.00,"Bahaddarhat, 4 No Chandgaon Ward"
"Available In Bahaddarhat , A 1110 Sq.Ft Apartment For Sale , Near Agrani Bank Limited.",2,3,6,vacant,1110,chattogram,4995000.00,"Bahaddarhat, 4 No Chandgaon Ward"
At Saha Waliullah R/A 1110 Square Feet Flat Is Now Up For Sale Close To Bahaddarhat BWDB office.,2,3,2,vacant,1110,chattogram,4995000.00,"Bahaddarhat, 4 No Chandgaon Ward"
A Commercial Space Is Available For Sale Which Is Located In Bandartila Nearby Islami Bank Bangladesh Limited,,,5,vacant,150,chattogram,1500000.00,"39 No. South Halishahar Ward, Halishahar"
See This Shop Space Up For Sale Located In Bandartila Near Bandartila Eye Hospital,,,5,vacant,180,chattogram,1800000.00,"39 No. South Halishahar Ward, Halishahar"
At Kazirhat 115 Sq Ft Shop Is Up For Sale,,,,vacant,115,chattogram,2875000.00,"Mohara, 4 No Chandgaon Ward"
At Kazirhat 136 Sq.ft Shop Is up To Sale Beside To Akbar Shah Jame Masjid,,,1,vacant,136,chattogram,2720000.00,"Mohara, 4 No Chandgaon Ward"
Kazirhat Is Offering You A 115 Sq Ft Commercial Arena For Sale .,,,1,vacant,115,chattogram,2300000.00,"Mohara, 4 No Chandgaon Ward"
Worthy 1400 SQ FT residence is for sale at Bayazid,3,3,5,vacant,1400,chattogram,7000000.00,"Chattogram DOHS, Bayazid"
This 1400 sq.ft residence will ensure your good quality of living in Chattogram DOHS which is for sale,3,3,5,vacant,1400,chattogram,7000000.00,"Chattogram DOHS, Bayazid"
For Sale A Commercial Shop Is Available In Mohara,,,1,vacant,180,chattogram,3600000.00,"Mohara, 4 No Chandgaon Ward"
A Dazzling 1150 Sq Ft Residential Property Is Up For Sale Located At Pahartali,2,2,3,vacant,1150,chattogram,4600000.00,"12 No. Sarai Para Ward, Double Mooring"
A Well-featured 1150 Sq Ft Residence Is Ready For Sale At Pahartali,2,2,7,vacant,1150,chattogram,4600000.00,"12 No. Sarai Para Ward, Double Mooring"
A Nice And Medium Sized 1050 Sq Ft Residential Apartment Is Available For Sale At Pahartali,2,2,7,vacant,1050,chattogram,4200000.00,"12 No. Sarai Para Ward, Double Mooring"
A Flat Is Up For Sale In Pahartali,2,2,4,vacant,1050,chattogram,4200000.00,"12 No. Sarai Para Ward, Double Mooring"
"Worthy 1752 SQ FT Residential Apartment is for sale at Muradpur, Road No 6",3,3,3,vacant,1752,chattogram,13064000.00,"Nasirabad Housing Society, Muradpur"
Commercial Shop For Sale In Chandgaon,,,1,vacant,110,chattogram,2200000.00,"Mohara, 4 No Chandgaon Ward"
240 Sq Ft Commercial Office Is Available To Sale At Bakalia,,,5,vacant,240,chattogram,5520000.00,"Dewan Bazar, Bakalia"
Commercial Office Of 240 Sq Ft Is Up For Sale At Bakalia,,,5,vacant,240,chattogram,5520000.00,"Dewan Bazar, Bakalia"
"Buy The Shop For Your Business Or Store, Ready For Sale In Korbanganj",,,1,vacant,95,chattogram,1240000.00,"Korbanigonj, Kotwali"
"In Korbanganj, Own Your Little Outlet, Is Up For Sale",,,1,vacant,90,chattogram,1260000.00,"Korbanigonj, Kotwali"
Grab This 240 Sq Ft Shop For Sale At Bakalia,,,3,vacant,240,chattogram,5520000.00,"Dewan Bazar, Bakalia"
Apartment Of 1500 Sq Ft For Sale In Hamjarbag,2,2,3,vacant,1500,chattogram,6750000.00,"Hamjarbag, 7 No. West Sholoshohor Ward"
200 Sq Ft Shop Is Available For Sale At Bakalia,,,1,vacant,200,chattogram,5000000.00,"Dewan Bazar, Bakalia"
1275 Square Feet Residential Apartment For Sales At Kalamia Bazar,3,3,5,vacant,1275,chattogram,5100000.00,"18 No. East Bakalia Ward, Bakalia"
A Nice And Comfortable 1435 Sq Ft Flat Is Up For Sale In Kalamia Bazar,3,3,3,vacant,1435,chattogram,5740000.00,"18 No. East Bakalia Ward, Bakalia"
