Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Price_in_taka,Location
This 1950 Sq Ft Apartment For Sale In Nasirabad Properties Residential Area,3,3,4,vacant,1950,chattogram,18000000.00,"Nasirabad Properties Residential Area, Khulshi"
1433 Sq Ft Apartment To Sale In Bakalia,3,3,1,vacant,1433,chattogram,9887700.00,"Dewan Bazar, Bakalia"
An Apartment Which Is Up For Sale At Mohammad Nagar Near To Mohammadia Bariya Jame Masjid.,3,3,7,vacant,1150,chattogram,5500000.00,"Mohammad Nagar, Bayazid"
Vacant Shop Is Up For Sale In Korbanganj,,,1,vacant,85,chattogram,1100000.00,"Korbanigonj, Kotwali"
Grab This 240 Sq Ft Shop Available For Sale At Bakalia,,,1,vacant,240,chattogram,6000000.00,"Dewan Bazar, Bakalia"
Worthy 850 SQ FT residence is for sale at Bakalia,2,2,6,vacant,850,chattogram,3200000.00,"6 No East Sholoshohor Ward, Bakalia"
Be The Owner Of This 1100 Sq Ft Beautiful Flat Which Is Vacant Now For Sale At South Bakalia,3,3,4,vacant,1100,chattogram,5000000.00,"19 No. South Bakalia Ward, Bakalia"
At Chand Mia Road 126 Ready Shop Space Is For Sale,,,1,vacant,126,chattogram,2268000.00,"Chand Mia Road, 4 No Chandgaon Ward"
This 178 Sq.Ft Shop Is Up For Sale In Chandgaon Near Chattogram International Medical College &amp; Hospital,,,1,vacant,178,chattogram,2848000.00,"Chand Mia Road, 4 No Chandgaon Ward"
Residential Apartment Is On Sale In Chasma Hill R/a Nearby Jamuna Bank Limited,3,3,8,vacant,1505,chattogram,6500000.00,"Chasma Hill R/A, 7 No. West Sholoshohor Ward"
Well Organised Flat Of 1435 Sq Ft Is Vacant For Sale In Kalamia Bazar,3,3,2,vacant,1435,chattogram,5740000.00,"18 No. East Bakalia Ward, Bakalia"
"Start Your New Home, In This 1570 Sq.Ft Flat For Sale In Kalamia Bazar, Bakalia",3,3,3,vacant,1570,chattogram,6280000.00,"18 No. East Bakalia Ward, Bakalia"
"This 1315 Sq.Ft Flat In Kalamia Bazar, Bakalia With A Convenient Price Is Up For Sale",3,3,4,vacant,1315,chattogram,5260000.00,"18 No. East Bakalia Ward, Bakalia"
This 1580 SFT Apartment For Sale At Nasirabad Housing Society,3,3,3,vacant,1580,chattogram,13500000.00,"Nasirabad Housing Society, Muradpur"
Purchase The 702 Sq. Ft Shop For Your Startup,,,1,vacant,702,chattogram,12636000.00,"Chand Mia Road, 4 No Chandgaon Ward"
Ideal Flat of 1800 SFT In Bayazid Available For sale,3,4,11,vacant,1800,chattogram,12500000.00,"Nasirabad, Bayazid"
"At Bayazid, A 2000 Sq Ft Well Fitted Residential Property Is On Sale",3,5,11,vacant,2000,chattogram,13000000.00,"Nasirabad, Bayazid"
Valuable 2000 Sq Feet Ready Flat For Sale In Nasirabad,3,5,9,vacant,2000,chattogram,13000000.00,"Nasirabad, Bayazid"
Buy This Amazing 1544 Sq Ft Flat At Sholokbahar,3,3,2,vacant,1544,chattogram,9264000.00,"Al-Madani Road, Sholokbahar"
With All Apartment Facilities This Cozy Flat Of 1544 Sq Ft Is Ready To Sale In The Prominent Location Of Sholokbahar,3,3,4,vacant,1544,chattogram,9264000.00,"Al-Madani Road, Sholokbahar"
"This Nice 1200 Sq Ft Apartment For Sale, At 33 No. Firingee Bazaar Ward",2,3,2,vacant,1200,chattogram,6000000.00,"Yakub Nagar Road, 33 No. Firingee Bazaar Ward"
Well Defined Flat Of 1200 Sq Ft Is Up For Sale In 33 No. Firingee Bazaar Ward,3,3,1,vacant,1200,chattogram,6000000.00,"Yakub Nagar Road, 33 No. Firingee Bazaar Ward"
Buy This Flat Of 1200 Sq Ft With Modern Residential Features And Characteristics,3,3,1,vacant,1200,chattogram,6000000.00,"Yakub Nagar Road, 33 No. Firingee Bazaar Ward"
Run Your Shop Business Efficiently In This 115 Sq Ft Shop Arena For Sale In 9 No. North Pahartali Ward,,,3,vacant,115,chattogram,4025000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
Take A Look At This 105 Sq Ft Shop Arena For Sale In 9 No. North Pahartali Ward,,,3,vacant,105,chattogram,3675000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
Buy This Quality Shop Area Of 105 Sq Ft In 9 No. North Pahartali Ward,,,3,vacant,105,chattogram,3675000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
Let Your Business Flourish In This 110 Sq Ft Shop Area For Sale In 9 No. North Pahartali Ward,,,3,vacant,110,chattogram,3850000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
125 Sq Ft Modern Shop Is Available For Sale In The Thriving Location Of 9 No. North Pahartali Ward,,,3,vacant,125,chattogram,4375000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
"View This Shop Space Of 110 Sq Ft, Appealing Enough For Your Next Business Deals In 9 No. North Pahartali Ward",,,2,vacant,110,chattogram,3850000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
This 1392 Sq Ft Apartment Is Up For Sale At 10 No. North Kattali Ward,3,3,6,vacant,1392,chattogram,8500000.00,"CDA R/A, 10 No. North Kattali Ward"
A 1180 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Sholokbahar,3,3,6,vacant,1180,chattogram,7500000.00,"Abdullah Khan Road, Sholokbahar"
In The Beautiful Neighborhood In Bahaddarhat A 1320 Sq.Ft Flat Is Up For Sale,3,3,1,vacant,1320,chattogram,6000000.00,"Bahaddarhat, 4 No Chandgaon Ward"
Near Bahaddarhat Bwdb Office 1320 Sq.ft Flat For Sale In Bahaddarhat .,3,3,2,vacant,1320,chattogram,5940000.00,"Bahaddarhat, 4 No Chandgaon Ward"
"Look At This Commercial Space Of 105 Sq Ft At Mohara, Kazirhat Up For Sale",,,1,vacant,105,chattogram,2100000.00,"Mohara, 4 No Chandgaon Ward"
Wonderful Shop Space Of 115 Sq Ft Is Now Up For Sale In Kazirhat,,,1,vacant,115,chattogram,2320000.00,"Mohara, 4 No Chandgaon Ward"
Take a Look at This 122 Sq Ft shop for sale in Chandgaon,,,1,vacant,122,chattogram,2440000.00,"Mohara, 4 No Chandgaon Ward"
Modest Commercial Shop Is Present For Sale At Chandargaon,,,1,vacant,148,chattogram,3600000.00,"Mohara, 4 No Chandgaon Ward"
Well Planned Commercial Shop In Chandgaon Is For Sale,,,1,vacant,125,chattogram,2500000.00,"Mohara, 4 No Chandgaon Ward"
A Reasonable Apartment Of 1150 Sq Ft Is For Sale In Pahartali.,2,2,2,vacant,1150,chattogram,4600000.00,"12 No. Sarai Para Ward, Double Mooring"
At Pahartali 1150 Sq.ft Flat Is For Sale.,2,2,3,vacant,1150,chattogram,4600000.00,"12 No. Sarai Para Ward, Double Mooring"
A Perfect Flat Of 1650 Sq Ft For Living With Family Is Available For Sale At Pahartali,3,3,4,vacant,1650,chattogram,6600000.00,"12 No. Sarai Para Ward, Double Mooring"
At Pahartali A 1050 Square Feet Flat Is Up For Sale,2,2,3,vacant,1050,chattogram,4200000.00,"12 No. Sarai Para Ward, Double Mooring"
Offering you 1035 SQ FT flat for sale in Double Mooring,3,3,5,vacant,1035,chattogram,4347000.00,"12 No. Sarai Para Ward, Double Mooring"
Full Building Ready For Sale Which Is Available In Khulshi Near To Khulshi Jame Masjid,27,10,5,vacant,12000,chattogram,130000000.00,"Nasirabad Properties Residential Area, Khulshi"
240 Sq Ft Commercial Office Is Up For Sale At Bakalia,,,5,vacant,240,chattogram,5520000.00,"Dewan Bazar, Bakalia"
200 Sq Ft Commercial Shop Is Available For Sale At Bakalia,,,4,vacant,200,chattogram,4600000.00,"Dewan Bazar, Bakalia"
Buy This 240 Sq Ft Shop At Bakalia,,,4,vacant,240,chattogram,5520000.00,"Dewan Bazar, Bakalia"
Bakalia Is Giving You A 240 Sq Ft Commercial Shop For sale,,,4,vacant,240,chattogram,5520000.00,"Dewan Bazar, Bakalia"
105 Sq Ft Commercial Shop For Sale At The Location Of 9 No. North Pahartali Ward,,,1,vacant,105,chattogram,3675000.00,"Dhaka Trunk Road, 9 No. North Pahartali Ward"
Appealing Property In Bayazid– 1295 Sq Ft Flat For Sale,3,3,5,vacant,1295,chattogram,6500000.00,"Bayazid Abasic Elaka Road, Bayazid"
Visit This 1057 Sq Ft Flat Available For Sale In Kandirpar,3,3,7,vacant,1057,cumilla,5250000.00,"Manoharpur, Kandirpar"
1450 Square Feet Flat Is Available For Sale In North Bagichagaon,3,3,9,vacant,1450,cumilla,5800000.00,"North Bagichagaon, Bagichagaon"
"This 1445 Sq.Ft Smartly Priced Apartment Which Is Up For Sale In Mogbari Choumohoni, That You Should Check.",3,3,5,vacant,1445,cumilla,5750000.00,"Mogbari Choumohoni, Chotora"
1450 Square Feet Flat With Amazing Supply Of Utilities Is Up For Sale In Bagichagaon,3,3,10,vacant,1450,cumilla,5900000.00,"North Bagichagaon, Bagichagaon"
For Selling Purpose This Nice 1390 Sq.Ft Flat Is Now Available In Bagichagaon Near Cumilla Diabetic Hospital,3,3,5,vacant,1390,cumilla,5282000.00,"North Bagichagaon, Bagichagaon"
This 1390 Sq Feet Flat Assures To Provide You With Better Homely Affairs In Bagichagaon,3,3,11,vacant,1390,cumilla,5282000.00,"North Bagichagaon, Bagichagaon"
Properly Designed This 1445 Square Feet Apartment Is Now Up For Sale In Mogbari Choumohoni.,3,3,7,vacant,1445,cumilla,5650000.00,"Mogbari Choumohoni, Chotora"
"Make This 1380 Sq Feet Decent Flat Yours, By Buying It In North Bagichagaon",3,3,9,vacant,1380,cumilla,5520000.00,"North Bagichagaon, Bagichagaon"
A 1547 Sq.ft Residential Apartment Is For Sale In Jhautola,3,3,8,vacant,1547,cumilla,5878600.00,"Shahid Khawaja Nizamuddin Road, Jhautola"
"Buy This Nice Flat Of 1265 Sq Ft, Which Is Located At Shahid Khawaja Nizamuddin Road, Jhautola",3,4,8,vacant,1265,cumilla,5692500.00,"Shahid Khawaja Nizamuddin Road, Jhautola"
See This 1438 Sq Ft Apartment For Sale Is All Set For You In South Thakur Para Nearby Thakur Para Jame Masjid,3,3,7,vacant,1438,cumilla,5033000.00,"South Thakur Para, Thakur Para"
"Buy This Nice Flat Of 1350 Sq Ft Which Is Located At Rammala Road, South Thakur Para",3,3,6,vacant,1350,cumilla,4725000.00,"South Thakur Para, Thakur Para"
"Built With Modern Amenities, Check This 1050 Sq Ft Flat Which Is Up For Sale At Shah Shuja Mosque Road, Moghultoli",2,2,1,vacant,1050,cumilla,4410000.00,"Shah Shuja Mosque Road, Moghultoli"
We Have A 1500 Sq.Ft Flat For Sale In Bagichagaon Nearby Bagichagaon Govt. Primary School,3,3,6,vacant,1500,cumilla,5700000.00,"North Bagichagaon, Bagichagaon"
A 1250 Sq. Ft Apartment Is Vacant For Sale In Ashoktala Near To Ranir Bazar Jame Masjid.,3,3,8,vacant,1250,cumilla,4375000.00,"Nazrul Avenue, Ashoktala"
"An Apartment Of 1500 Sq.Ft Is Up For Sale In Shahid Khawaja Nizamuddin Road, Jhautola",3,3,13,vacant,1500,cumilla,6010000.00,"Shahid Khawaja Nizamuddin Road, Jhautola"
With An Awesome Environment A 1080 Sq Ft Flat Is Vacant For Sale In South Thakur Para Close To Thakurpara Jame Masjid,2,2,4,vacant,1080,cumilla,3780000.00,"South Thakur Para, Thakur Para"
Celebrate Life Each Day In Your New Apartment Of 1380 Sq Ft At North Bagichagaon With Your Beloved Family.,3,3,7,vacant,1380,cumilla,5244000.00,"North Bagichagaon, Bagichagaon"
A 1547 Sq Feet Flat For Sale In Jhautola,3,3,7,vacant,1547,cumilla,6190000.00,"Shahid Khawaja Nizamuddin Road, Jhautola"
"Choose This 1030 Square Feet Flat For Sale In Kandirpar, Ak Fazlul Haq Road",3,2,8,vacant,1030,cumilla,3914000.00,"AK Fazlul Haq Road, Kandirpar"
Live With Pleasure In This 1450 Sq Ft Flat Which Is Up For Sale In North Bagichagaon,3,3,7,vacant,1450,cumilla,5510000.00,"North Bagichagaon, Bagichagaon"
Covering 1438 Sq Ft Space A Flat Is Up For Sale In Thakur Para Nearby Thakurpara Jame Masjid,3,3,5,vacant,1438,cumilla,5033000.00,"South Thakur Para, Thakur Para"
1020 Sq. Ft. Flat For Sale In Nazrul Avenue Near Ashoktala Jame Masjid,3,2,4,vacant,1010,cumilla,3535000.00,"Nazrul Avenue, Ashoktala"
"Near Kacha Bazar, 1350 Sq Ft Flat For Sale In Ashoktala",3,3,4,vacant,1350,cumilla,5805000.00,"Nazrul Avenue, Ashoktala"
Get Comfortable In A 1450 Sq Ft Flat For Sale In Bagichagaon,3,3,8,vacant,1450,cumilla,5510000.00,"North Bagichagaon, Bagichagaon"
"Picture Yourself, Residing In This Well-constructed And Planned 1500 Sq Ft Apartment In Bagichagaon For Sale",3,3,8,vacant,1500,cumilla,5750000.00,"North Bagichagaon, Bagichagaon"
"1013 Sq Ft Apartment For Sale In Manoharpur, Kandirpar",3,3,9,vacant,1013,cumilla,5000000.00,"Manoharpur, Kandirpar"
"Buy This 1013 Sq Ft Flat Available In Kandirpar, Manoharpur",3,3,6,vacant,1013,cumilla,5000000.00,"Manoharpur, Kandirpar"
"This Wonderful Flat Is Set For Sale With An Amazing Floor Plan Which Is 1200 Sq Ft In Rani Dighir South Side, Manoharpur",3,3,9,vacant,1200,cumilla,5500000.00,"Manoharpur, Kandirpar"
An Amazing 1100 Sq Ft Flat Is Available For Sale In Thakur Para,3,2,8,vacant,1100,cumilla,6000000.00,"Madina Masjid Road, Thakur Para"
This Very New Nice Flat Of 1390 Sq Ft Is Up For Sale In North Bagichagaon Nearby Bagichagaon Govt. Primary School,3,3,10,vacant,1390,cumilla,5600000.00,"North Bagichagaon, Bagichagaon"
"Get A Look At This Lovely Flat For Sale Featuring 1080 Sq Ft In Baganbari Road, Thakur Para",3,2,5,vacant,1080,cumilla,4800000.00,"Baganbari Road, Thakur Para"
"Offering You A 1183 Sq Ft Nice Flat For Sale In Munsef Bari Road, Manoharpur",3,3,9,vacant,1183,cumilla,5800000.00,"Manoharpur, Kandirpar"
Visit This Apartment For Sale In Manoharpur Near Al-arafah Islami Bank Limited,,,,,,cumilla,5674000.00,"Manoharpur, Kandirpar"
"With An Availability Of Essential Civic Needs, This 1375 Sq.Ft Apartment At North Bagichagaon Is Promising You A Refined Form Of Lifestyle",3,3,9,vacant,1375,cumilla,5500000.00,"North Bagichagaon, Bagichagaon"
"Apartment Of 1260 Sq Ft For Sale In Ashoktala, Near Agrani Bank Limited",3,3,6,vacant,1260,cumilla,4536000.00,"Nazrul Avenue, Ashoktala"
1380 Sq.ft Home Which Will Fulfill Your Desire Is Now Vacant For Sale In North Bagichagaon.,3,3,8,vacant,1380,cumilla,5520000.00,"North Bagichagaon, Bagichagaon"
Your Desired Large 1445 Sq Ft Home In Mogbari Choumohoni Is Now Vacant For Sale.,3,3,8,vacant,1445,cumilla,5780000.00,"Mogbari Choumohoni, Chotora"
"1445 Sq Ft Residential Apartment Is Available For Sale In Chotora, Cumilla",3,3,1,vacant,1445,cumilla,5780000.00,"Mogbari Choumohoni, Chotora"
Offering You 1020 Sq Ft Flat To Sale In Race Course Near To Dbbl Atm,2,2,7,vacant,1020,cumilla,3570000.00,"Wooden Pole Road, Race Course"
A 1190 Sq Ft Apartment For Sale Is All Set For You In Cumilla Near Bagichagaon Primary School,3,3,4,vacant,1190,cumilla,5260000.00,"South Bagichagaon, Bagichagaon"
"Available In Ashoktala , A 1400 Sq.Ft Apartment For Sale, Near Ranir Bazar Jame Masjid",3,3,4,vacant,1400,cumilla,4900000.00,"Nazrul Avenue, Ashoktala"
"Buy This Nice Flat Of 1265 Sq Ft, Which Is Located At Diabetic Hospital Road, Bagichagaon",3,3,8,vacant,1265,cumilla,5060000.00,"West Bagichagoun, Bagichagaon"
Well Defined And Nice Living Space Of 1500 Sq Ft Is Up For Sale In North Bagichagaon Close To Bagichagaon Jame Masjid,3,3,9,vacant,1500,cumilla,6000000.00,"North Bagichagaon, Bagichagaon"
Office For Sale In Jhautola Close To Jhautola Jame Masjid,,,1,vacant,1000,cumilla,5000000.00,"Shaheed Shamsul Haque Sarak, Jhautola"
Visit this apartment for sale of 1316 SQ FT in Manoharpur near Comilla Victoria Government College,3,3,9,vacant,1316,cumilla,5658800.00,"Manoharpur, Kandirpar"
"Start Your New Home, In This Reasonable And Comfortable 1380 Sq.Ft Flat Which Is Up For Sale In North Bagichagaon, Nearby Bagichagaon Govt. Primary School.",3,3,6,vacant,1380,cumilla,5244000.00,"North Bagichagaon, Bagichagaon"
A Ready 1470 Sq.ft Apartment For Sale In North Bagichagaon Near Bagichagaon Govt. Primary School,3,3,6,vacant,1470,cumilla,5586000.00,"North Bagichagaon, Bagichagaon"
Check This Cozy And Nice 1470 Sq Ft Flat Just What You Are Looking For In A Home At North Bagichagaon Is Up To Sale,3,3,6,vacant,1470,cumilla,5586000.00,"North Bagichagaon, Bagichagaon"
Check This Apartment Up For sale At West Bagichagoun Near Diabetic Hospital.,3,3,7,vacant,1265,cumilla,5186500.00,"West Bagichagoun, Bagichagaon"
Covering 1020 Sq Ft Space A Flat Is Up For Sale In Moghultoli Nearby Shah Suja Masjid,2,2,7,vacant,1020,cumilla,4080000.00,"Shah Shuja Mosque Road, Moghultoli"
Sophisticated Style! This 3 Bedroom Flat For Sale In Ashoktala Is All About It .,3,2,8,vacant,1100,cumilla,4400000.00,"Nazrul Avenue, Ashoktala"
For Selling Purpose This 1358 Sq.Ft Flat Is Now Vacant In Thakur Para Near To Thakurpara Jame Masjid,3,3,6,vacant,1358,cumilla,5160000.00,"South Thakur Para, Thakur Para"
"See, This 1470 Sq Ft Beautiful Apartment And Make It Your New Home Which Is Up For Sale In North Bagichagaon",3,3,7,vacant,1470,cumilla,5590000.00,"North Bagichagaon, Bagichagaon"
"1220 Square Feet Flat For Sale In Kandirpar With A Nice Neighborhood, To Relax By",3,3,9,vacant,1220,cumilla,4636000.00,"AK Fazlul Haq Road, Kandirpar"
"A 1330 Sq Ft Residential Apartment For Sale At Sadar Hospital Road, Monohorpur",3,3,1,vacant,1330,cumilla,5320000.00,"Sadar Hospital Road, Monohorpur"
For Selling Purpose This 1080 Sq.Ft Flat Is Now Available In South Thakur Para Nearby Thakurpara Jame Masjid,2,2,6,vacant,1080,cumilla,3800000.00,"South Thakur Para, Thakur Para"
"Start Residing In This 1450 Sq Ft, Properly Developed Apartment For Sale, In Bagichagaon",3,3,7,vacant,1450,cumilla,5510000.00,"North Bagichagaon, Bagichagaon"
"To Live A Secure Life You Can Take This 1028 Sq Ft Flat For Sale At Munsef Bari Road, Kandirpar",3,3,9,vacant,1028,cumilla,5100000.00,"Manoharpur, Kandirpar"
"915 Sq Ft Flat Is Available For Sale In Kandirpar, Manoharpur",2,2,6,vacant,915,cumilla,4700000.00,"Manoharpur, Kandirpar"
"1239 Sq Ft Convenient Apartment Is Here Ready For Sale In Women Collage Road, Kandirpar",3,3,2,vacant,1239,cumilla,6700000.00,"Manoharpur, Kandirpar"
"Grab This 1260 Sq Ft Flat Available For Sale In Thakur Para, Madina Masjid Road",3,2,8,vacant,1260,cumilla,6800000.00,"Madina Masjid Road, Thakur Para"
"We Are Offering A Reasonably Priced Flat For Sale Which Is Featuring 1050 Sq Ft Space In Madina Masjid Road, Thakur Para",3,2,7,vacant,1050,cumilla,5500000.00,"Madina Masjid Road, Thakur Para"
"The Vacant 1100 Sq Ft Flat For sale Comes With Superb Apartment Facilities And That Is Within Your Affordability At Madina Masjid Road, Thakur Para",3,2,7,vacant,1100,cumilla,6000000.00,"Madina Masjid Road, Thakur Para"
"This 1050 SQ Ft apartment up for sale in Bagichagaon, near XTREME ZONE",,,,,,cumilla,4205000.00,Bagichagaon
Flat For Sale Covering A Beautiful Area In Ashoktala Nearby Ashoktala Jame Masjid.,,,,,,cumilla,6400000.00,"Nazrul Avenue, Ashoktala"
A Lucrative 5000 Sq.ft. Business Space Is Up For Sale In The Great Location Of Jhautola Near To Medi Hospital (pvt) Ltd,,,,,,cumilla,50000000.00,"Shaheed Shamsul Haque Sarak, Jhautola"
Covering With 1500 Sq Ft Space A Flat Is Up For Sale In Bagichagaon Close To Bagichagaon Jame Masjid,3,3,11,vacant,1500,cumilla,6000000.00,"North Bagichagaon, Bagichagaon"
Nice Flat Of 1550 Square Feet Is Up For Sale In Jhautola,3,3,12,vacant,1550,cumilla,6510000.00,"Shahid Khawaja Nizamuddin Road, Jhautola"
We Are Offering This Family Friendly Apartment Of 1500 Sq Ft For Sale In Jhautola,3,3,6,vacant,1500,cumilla,6000000.00,"Shahid Khawaja Nizamuddin Road, Jhautola"
Lovely apartment up for sale spanning over 1410 SQ. FT. located on Jhautola near to Mercantile Bank Limited is waiting for you to make it home!,,,,,,cumilla,5642000.00,"Shahid Khawaja Nizamuddin Road, Jhautola"
Jhautola Is Giving You A 1500 Square Feet Flat For Sale,3,3,8,vacant,1500,cumilla,6000000.00,"Shahid Khawaja Nizamuddin Road, Jhautola"
Buy This Amazing 1547 Sq Ft Flat At Jhautola,3,3,8,vacant,1547,cumilla,6965000.00,"Shahid Khawaja Nizamuddin Road, Jhautola"
1415 Square Feet Flat Is Up For Sale In Mogbari Choumohoni,3,3,3,vacant,1415,cumilla,5660000.00,"Mogbari Choumohoni, Chotora"
With An Awesome Environment This 1390 Sq Ft Flat Is Vacant For Sale In North Bagichagaon,3,3,9,vacant,1390,cumilla,5560000.00,"North Bagichagaon, Bagichagaon"
This 1500 Sq.Ft Convenient Flat Is For Sale Beside To Jhawtola Central Jame Mosque.,3,3,6,vacant,1500,cumilla,6000000.00,"Shahid Khawaja Nizamuddin Road, Jhautola"
"Start Residing In This 1390 Sq Ft, Properly Developed Apartment For Sale, In Bagichagaon",3,3,7,vacant,1390,cumilla,5282000.00,"North Bagichagaon, Bagichagaon"
A Comfortable And Convenient 1415 Sq.Ft House Is For Sale At Mogbari Choumohoni,3,3,2,vacant,1415,cumilla,5665000.00,"Mogbari Choumohoni, Chotora"
A Comfortable And Convenient 1470 Sq.ft House Is For Sale At North Bagichagaon Close To Bagichagaon Govt. Primary School.,3,3,8,vacant,1470,cumilla,5880000.00,"North Bagichagaon, Bagichagaon"
"A Contemporary Cozy Flat Of 1350 Sq Ft Is Up For Sale Is Situated In Rammala Road, South Thakur Para",3,3,8,vacant,1350,cumilla,7300000.00,"South Thakur Para, Thakur Para"
Lovely Apartment Of 1327 Sq Ft Is Up For Sale In Thakur Para,3,3,8,vacant,1327,cumilla,6900000.00,"Baganbari Road, Thakur Para"
"To Live A Secure Life You Can Take This 1151 Sq Ft Flat For Sale At Baganbari Road, Thakur Para",3,2,7,vacant,1151,cumilla,6000000.00,"Baganbari Road, Thakur Para"
Verify This 1180 Sq Ft Flat Available For Sale In Thakur Para,3,2,8,vacant,1180,cumilla,6400000.00,"Madina Masjid Road, Thakur Para"
Fulfill Your Desire Of Buying A Nice 1390 Sq Ft Flat In North Bagichagaon,3,3,6,vacant,1390,cumilla,5282000.00,"North Bagichagaon, Bagichagaon"
A 1400 Sq. Ft Apartment Is Vacant For Sale In Ashoktala Near To Ranir Bazar Jame Masjid.,3,3,8,vacant,1400,cumilla,4900000.00,"Nazrul Avenue, Ashoktala"
"This 1233 SQ Ft apartment ready for sale at Manoharpur, near Comilla Victoria Government College",3,3,9,vacant,1233,cumilla,5301900.00,"Manoharpur, Kandirpar"
A Decent 1050 Sq Ft Flat Which Is Near To Dutch-bangla Bank Limited Is Now For Sale In Jhautola,2,2,4,vacant,1050,cumilla,4200000.00,"Shahid Khawaja Nizamuddin Road, Jhautola"
We Have A 1300 Sq.ft And 3 Bedroom Flat For Sale In The Location Of North Bagichagaon.,3,3,7,vacant,1300,cumilla,5200000.00,"North Bagichagaon, Bagichagaon"
"Start Residing In This 1300 Sq Ft Properly Developed Flat For sale, In Bagichagaon",3,3,9,vacant,1300,cumilla,4940000.00,"North Bagichagaon, Bagichagaon"
"1445 Sq Ft Residential Apartment Is Available For Sale In Chotora, Cumilla",3,3,7,vacant,1445,cumilla,5780000.00,"Mogbari Choumohoni, Chotora"
Check This 1415 Square Feet Flat In Mogbari Choumohoni For Sale Which Is Ready To Move In,3,3,5,vacant,1415,cumilla,5650000.00,"Mogbari Choumohoni, Chotora"
A 1470 Sq Feet Flat For Sale In North Bagichagaon,3,3,9,vacant,1470,cumilla,5880000.00,"North Bagichagaon, Bagichagaon"
A Nice Flat Of 985 Sq Ft Is Up For Sale In West Bagichagoun,2,2,8,vacant,985,cumilla,3940000.00,"West Bagichagoun, Bagichagaon"
This 1450 Sq Ft Apartment Is Assuring You A Nice Environment To Reside By In North Bagichagaon,3,3,6,vacant,1450,cumilla,5510000.00,"North Bagichagaon, Bagichagaon"
We Are Happy To Present This Modern 1375 Sq Ft Apartment In North Bagichagaon,3,3,6,vacant,1375,cumilla,5250000.00,"North Bagichagaon, Bagichagaon"
Establish Your Peace In This Nice 1450 Sq Ft Apartment For Sale At North Bagichagaon,3,3,9,vacant,1450,cumilla,5800000.00,"North Bagichagaon, Bagichagaon"
Choose Your Destination At 1080 Sq Ft Flat Which Is Available For Sale In Thakur Para Near To Modina Jame Masjid,3,2,6,vacant,1080,cumilla,4100000.00,"Thakur Para Road, Thakur Para"
This 1000 Sq.Ft Flat In West Bagichagoun With A Convenient Price Is Up For Sale,2,2,7,vacant,1000,cumilla,3800000.00,"West Bagichagoun, Bagichagaon"
An Apartment Of 897 Sq.Ft Is Up For Sale In Thakur Para Beside To Thakurpara Jame Masjid,2,2,7,vacant,897,cumilla,3139500.00,"South Thakur Para, Thakur Para"
Buy This 1358 Sq.Ft Flat At South Thakur Para For The Ideal Urban Lifestyle You Dream About.,3,3,7,vacant,1358,cumilla,4753000.00,"South Thakur Para, Thakur Para"
With An Awesome Environment A 1375 Sq Ft Flat Is Vacant For Sale In North Bagichagaon,3,3,7,vacant,1375,cumilla,5225000.00,"North Bagichagaon, Bagichagaon"
"When Location, And Convenience Is Your Priority This 1415 Sq.Ft Flat Is For You Near Chotora Moddho Para Jame Masjid.",3,3,8,vacant,1415,cumilla,5660000.00,"Mogbari Choumohoni, Chotora"
Evaluate This Amazing 1550 Square Feet Flat Available For Sale In Jhautola,3,3,12,vacant,1550,cumilla,6505000.00,"Shahid Khawaja Nizamuddin Road, Jhautola"
Checkout This 915 Sq Ft Flat Available For Sale In Kandirpar,2,2,7,vacant,915,cumilla,4700000.00,"Manoharpur, Kandirpar"
Get Comfortable In A Flat For Sale In Manoharpur Nearby Comilla Victoria Government College,,,,,,cumilla,3047000.00,"Manoharpur, Kandirpar"
"1162 SQ FT apartment is up for sale in Race Course, near Cumilla Markaj Mosjid",,,,,,cumilla,4123500.00,"Noor Masjid Road, Race Course"
A 3 Bedroom And 1547 Sq Ft Flat For Sale Near Jhawtola Central Jame Mosque,3,3,9,vacant,1547,cumilla,6188000.00,"Shahid Khawaja Nizamuddin Road, Jhautola"
View This 1445 Square Feet Flat For Sale In Mogbari Choumohoni,3,3,4,vacant,1445,cumilla,5775000.00,"Mogbari Choumohoni, Chotora"
"1175 Sq Ft Flat For Sale In Manoharpur, With Splendid Features And Price",3,3,7,vacant,1175,cumilla,5000000.00,"Manoharpur, Kandirpar"
"Great Location! Check Out This 1239 Sq Ft Flat For Sale In Women Collage Road, Manoharpur",3,3,11,vacant,1239,cumilla,6700000.00,"Manoharpur, Kandirpar"
"Look At This Nice 750 Sq Ft Flat Is Up For Sale At Talpokur Par, Bagichagaon",2,2,3,vacant,750,cumilla,3000000.00,"Talpokur Par, Bagichagaon"
"1547 Sq Ft Residential Apartment Is Up For Sale At Jhautola, Shahid Khawaja Nizamuddin Road",3,3,13,vacant,1547,cumilla,6961000.00,"Shahid Khawaja Nizamuddin Road, Jhautola"
